"addressid","addressline1","addressline2","city","stateprovinceid","postalcode","spatiallocation","rowguid","modifieddate"
25309,"7177 Danesta Dr.",,Burien,79,"98168",E6100000010CCA2E2A1BA8C647400E28DC6695905EC0,ca3a162c-7b79-472e-87d7-83e067dfb2f7,2013-05-25 00:00:00.000
25310,"1005 Tanager Court",,Corvallis,58,"97330",E6100000010CBE5895C96A4F464064ACA37209CC5EC0,"2dba5afb-f4e5-47be-b9c9-d3ccfe270270",2012-11-14 00:00:00.000
25311,"7119 Iowa Drive",,Torrance,9,"90505",E6100000010C176A26CEF6E240405D8EC325E78E5DC0,"41c787fe-a5e9-4d2f-8847-0b5111506c04",2012-03-18 00:00:00.000
25312,"3252 Hamlet",,Hobart,71,"7001",E6100000010C2C949FAEB26A45C046A0FCCC68746240,"5a1e20a3-e5e3-47a2-b5ad-b9d6566d9741",2011-12-09 00:00:00.000
25313,"8868 Sudan Loop",,Oak Bay,7,V8P,E6100000010C8BEEFB74653048400E18AE0EA1DA5EC0,"7c1a8df9-f512-47cd-a9c3-f2d27282b6fd",2013-11-13 00:00:00.000
25314,"8323 Rock Oak Road",,Cliffside,7,V8Y 1L1,E6100000010C603E37711640484081F27DD0C0DE5EC0,e6bf3166-ccb5-4d2d-9bb4-62af94a17d99,2013-10-18 00:00:00.000
25315,"5237 Babel Lane",,Port Orchard,79,"98366",E6100000010C1E3D79C3AABE4740166CDC2AAA9F5EC0,"2ce890fe-17c5-4212-be4d-3ce4aa2cc855",2013-10-02 00:00:00.000
25316,"3518 Black Pine Lane",,Warrington,14,WA1,E6100000010C7056BCE87FBC4A40ADD6B755A88904C0,"07ad1545-8ae0-4216-b6dd-d0a98683946c",2013-11-01 00:00:00.000
25317,"5719 A St.",,Silverwater,50,"2264",E6100000010CF6FEA1123A9740C0F652FDB274F16240,"3da7843b-1003-4a25-a47f-841b0884045c",2012-06-25 00:00:00.000
25318,"2, boulevard du Montparnasse",,Tremblay-en-France,179,"93290",E6100000010C6A16421026844840215FB9C2D2770440,"68c2686a-3ba3-475f-b2ee-42d441b15b08",2013-12-21 10:09:29.423
25319,"9896 Ida Ave",,Marysville,79,"98270",E6100000010CAA8FE9EBFA05484093B5F4B7E7875EC0,e5e0f8a3-f3c5-4062-8a38-d29c9baccf0e,2014-06-30 00:00:00.000
25320,"6519 Alier Drive",,Cliffside,7,V8Y 1L1,E6100000010C61EED662D0434840F9E668FC61CD5EC0,"223507b0-67e2-499c-82ef-5e3f34eede19",2014-02-27 00:00:00.000
25321,"2377 Joyce Dr",,Esher-Molesey,14,EM15,E6100000010C00000000000000000000000000000000,e6411048-ca19-426b-bea2-e953c8f78d6f,2012-01-14 00:00:00.000
25322,"9784 Mellowood Street",,Malabar,50,"2036",E6100000010C4EEF6752AEFF40C0A7788304C0E26240,"15843f1a-9fbd-4d06-b652-b0964334c7f8",2014-02-08 00:00:00.000
25323,"9697 Mcelroy Court",,South Melbourne,77,"3205",E6100000010CD8A1D66FAAE842C098AC0D026F226240,c879154d-83ab-41e9-93ff-e43b083fb553,2014-04-23 00:00:00.000
25324,"626 Bentley Street",,Melbourne,77,"3000",E6100000010CEB7B30AC62EC42C0529114F5A61A6240,"05838936-f922-45c0-a211-dcf45dc49f16",2011-07-21 00:00:00.000
25325,"2507 Fairlane Place",,Sunbury,77,"3429",E6100000010CFB6A255CF4CB42C0D7CF80D53F116240,e65b011b-3792-4392-b777-4df79e69cf9d,2013-10-12 00:00:00.000
25326,"965 Esperanza Drive",,Bellflower,9,"90706",E6100000010C00731A8440ED40404A16AD213C815DC0,"15e19283-dfc3-4f32-8aab-7535f230cfa8",2013-08-10 00:00:00.000
25327,"9214 Birch Park Rd",,Hervey Bay,64,"4655",E6100000010CD1CE16044C5F39C0DB6128378B176340,bb3cea96-1ea0-4071-bf09-3c5aac5689c6,2014-06-16 00:00:00.000
25328,"6132 Providence Dr.",,Langley,7,V3A 4R2,E6100000010C380AD75F018A48408B6BD160C3AD5EC0,b36617b2-2253-4dc2-b147-29e590fb71b4,2012-06-03 00:00:00.000
25329,"5935 Isabel",,Beaverton,58,"97005",E6100000010C14CBB89236B64640CF3FD15BB3AA5EC0,"984dfdd5-7958-43d2-896b-40bfd3311599",2013-08-13 00:00:00.000
25330,"444 Northstar Drive",,Palo Alto,9,"94303",E6100000010CB017495007B5424079B6F653E77E5EC0,e1c456da-a288-4d13-b085-f80bc2543c7f,2013-12-09 00:00:00.000
25331,"8521 C Mt. Hood Circle",,Victoria,7,V8V,E6100000010CC6DADEC2F73448408EE62C69CDE05EC0,"41c255ad-a865-47c7-8019-35da468f3d23",2013-10-10 00:00:00.000
25332,"11, avenue du Président-Kennedy",,Roubaix,145,"59100",E6100000010CB4007CE63D5F494066204F62626F0940,bf917360-6464-4ce3-8cdc-cd386df4dc62,2013-12-21 10:09:29.423
25333,"9548 Jomar Drive",,Port Hammond,7,V6B 3P7,E6100000010C7C94010A929C4840368A34777AC95EC0,"893e3f1e-0d64-49fd-9ee3-9c2348656266",2013-08-21 00:00:00.000
25334,"1085 Ash Lane",,Spokane,79,"99202",E6100000010C942B8C922FD047408F6B5817B4625DC0,"825f02ec-74aa-44d4-a350-ecd041ccfdbb",2013-08-18 00:00:00.000
25335,"3974 Central Ave.",,Chula Vista,9,"91910",E6100000010CEA99E994FC57404008CF44CCDB4A5DC0,c271e9c1-0601-4368-9c9e-558c1c5bb587,2012-02-10 00:00:00.000
25336,"2242 Panoramic Ave",,Perth,66,"6006",E6100000010C551628EF69E23FC03E37901418FE5C40,c994c8bd-0364-4c75-b436-644f7c0019b9,2012-10-05 00:00:00.000
25337,"4289 Wellington Avenue",,Daly City,9,"94015",E6100000010C1301106314DE42403036D58DDE9B5EC0,"22c82e7e-7960-4424-9f69-502df2bd3ed9",2014-03-23 00:00:00.000
25338,Parise Straße 56,,Paderborn,53,"33098",E6100000010CE28739A988E14940B0A9A1D1D7872140,"22bea430-dc61-401c-bd49-4b4db6fda3e5",2014-03-16 00:00:00.000
25339,"1899 Mayhew Way",,Grossmont,9,"91941",E6100000010CBBEB1A44915C40400915BA1908415DC0,c5398cb5-8d6c-46bb-90dc-b8a53808253c,2013-09-04 00:00:00.000
25340,"3648 Willow Drive",,Newport Beach,9,"92625",E6100000010C6FACFC75F9CF4040309DAC6146785DC0,a2bee248-76f0-4c48-8885-6568d931e284,2014-05-29 00:00:00.000
25341,"17 Chestnut",,National City,9,"91950",E6100000010C8A559524EE54404054B7F66E1C425DC0,cfb30ea4-7e89-4ddc-91ec-aafc3dde72ae,2013-09-20 00:00:00.000
25342,"3815 Berry Dr.",,Bendigo,77,"3550",E6100000010CD6FB77C0056042C0AC05C025100D6240,a94d1be5-fff9-4217-b243-39b49728ba20,2011-12-22 00:00:00.000
25343,"6843 San Simeon Dr.",,Burbank,9,"91502",E6100000010C4C4908BAA51141404B2999875D985DC0,e4688f65-ff9f-4d46-8ed2-edcb0d3f2ae0,2012-12-15 00:00:00.000
25344,Am Grossen Dern 123,,Berlin,20,"12311",E6100000010C00000000000000000000000000000000,"380c5c8c-0203-42cd-86b2-97d3f8ba52a8",2013-01-05 00:00:00.000
25345,"4676 Duckhorn Court",,Novato,9,"94947",E6100000010CBD031651E80A4340A18AE78DDEB05EC0,"0986e24b-4a55-48c1-b0ef-dbb738c5ad2b",2012-10-18 00:00:00.000
25346,"1299 Bundros Court",,Kirkland,79,"98033",E6100000010C2931C3AA44D74740ABEB970FF5965EC0,"77d2eab8-7930-4f68-837a-248b41ff9e73",2011-06-05 00:00:00.000
25347,"80, avenue de Malakoff",,Pantin,179,"93500",E6100000010C7439A3E87D6B4840034999FE16450340,f22eadd1-7803-4739-b930-b7754141c841,2013-12-21 10:09:29.423
25348,"8867 Terranova Drive",,San Carlos,9,"94070",E6100000010C1737619042C04240DD71F3A6C59C5EC0,caf15af9-b28d-45d3-91ae-6e3da3f9adb4,2013-05-03 00:00:00.000
25349,"4021 Raymond Dr",,London,14,C2H 7AU,E6100000010C96B05536DABC49408B8640D0264BC0BF,"67e02c0d-3cc9-4811-a7a8-af4cf77bb06a",2014-01-05 00:00:00.000
25350,Am Gallberg 61,,Braunschweig,53,"38001",E6100000010C00000000000000000000000000000000,"595fb68d-9ac4-47a3-9641-25e407107bb3",2013-12-10 00:00:00.000
25351,"3567 Sierra Street",,Beaverton,58,"97005",E6100000010CC3025EF059C54640D362D8F40EAD5EC0,ad91f0e0-279e-44d2-b585-b005df1e9f60,2011-07-13 00:00:00.000
25352,"3354 Roan Lane",,Imperial Beach,9,"91932",E6100000010C45611D87404A40404020B6CDD53D5DC0,"39d53748-f6bd-422d-b3fa-80f568d943b8",2013-10-25 00:00:00.000
25353,"8679 Mt. Tamlapais Place",,Hobart,71,"7001",E6100000010C981C659C0D6945C009FB981CA2706240,c5e7ec6f-b8c7-4d62-8f1b-f23887e2234e,2011-07-12 00:00:00.000
25354,"5, rue Malar",,Paris,161,"75007",E6100000010C41E6A7A4366B484074A88FE3E2730240,"40918f67-c0cd-4cde-a96b-0c48d2d3e4d0",2013-12-21 10:09:29.423
25355,"1474 Bentley Ct.",,Port Macquarie,50,"2444",E6100000010CC5634CA4C3613FC06039A1EB291D6340,"2eea2ede-1963-447d-869b-de2f9176b44f",2013-12-25 00:00:00.000
25356,"1431 Semillon Circle",,Grossmont,9,"91941",E6100000010C73D0358A996140406C34C799C6445DC0,"270a5893-25ff-4f1e-a90f-28a2486c373b",2014-03-12 00:00:00.000
25357,"11, avenue du Président-Kennedy",,Paris La Defense,178,"92081",E6100000010C00000000000000000000000000000000,fa872386-5de1-4aa4-a465-2fbdf361f3cb,2013-12-21 10:09:29.423
25358,"140, quai Paul Doumer",,Pantin,179,"93500",E6100000010C2F80A18402784840EEFD62DE0C480340,"3aba1f3c-68ec-4e1a-8a81-432d75f3daef",2013-12-21 10:09:29.423
25359,Buergermeister-ulrich-str 2,,Kassel,19,"34117",E6100000010C74A30B8337A349409CC4A089C3FA2240,"3b001196-804f-4b33-a49d-77de98f30b9d",2013-04-19 00:00:00.000
25360,"3704 D Bel Air Dr.",,Leeds,14,LE18,E6100000010C3F9978521EDE4A40BE47DBD3F5B8F8BF,b077e8df-7c2d-41f3-a680-93ebb71659f2,2013-09-20 00:00:00.000
25361,"37, place de Fontenoy",,Lieusaint,163,"77127",E6100000010C44FB8D4C384E48409988519C7F5F0440,"21ab5356-a645-4f5d-badc-e3b2ad5c2463",2013-12-21 10:09:29.423
25362,"6887 Deerberry Ct.",,Rockhampton,64,"4700",E6100000010CCA727695AD6E37C0ACB519FD7AD26240,"9254ea81-a3c9-4f69-8975-2b4ca24164eb",2014-03-03 00:00:00.000
25363,"7709 Redhead Way",,York,14,YO15,E6100000010CB1E2D195F4F74A401D6F91571951F1BF,"77d96765-d5b6-446f-82cf-964e9ce9f150",2013-07-18 00:00:00.000
25364,"3762 Gumwood",,Cloverdale,66,"6105",E6100000010C269821F2F6F33FC0A3F7057888035D40,"4678956d-8505-4953-926d-d5a04ec42b85",2012-07-20 00:00:00.000
25365,"5056 Argyll Ave",,W. York,14,BD1 4SJ,E6100000010CFACABB9EB3ED4A40E306EA8A0307FCBF,f8d2fe2f-857e-4404-ad18-7bbc9a810592,2011-12-18 00:00:00.000
25366,"9488 St. Francis Dr.",,Springwood,50,"2777",E6100000010C86E2FBAA0ADE40C0B7E03FFF42D06240,"06fb50b2-3ec0-4295-9a18-12027450bf39",2013-07-08 00:00:00.000
25367,Winterfeldtstr 2529,,Frankfurt,19,"60323",E6100000010CD0699E05AC154940B816AA23B9592140,"94dfceb5-a694-4497-9ca8-273c4d6d430d",2012-11-10 00:00:00.000
25368,"9513 Roslyn Drive",,St. Leonards,50,"2065",E6100000010CA94FA7CA83E440C0026532645CE26240,ee9f425f-e867-4cb0-8399-4ba667152e48,2011-08-31 00:00:00.000
25369,"3994 Rancho View Drive",,N. Vancouver,7,V7L 4J4,E6100000010C2BCC10C303AD48406286DA6C45C75EC0,d6508334-ade5-41a4-90e5-f9208f648288,2013-07-04 00:00:00.000
25370,"7199 Natalie Drive",,Chula Vista,9,"91910",E6100000010CAD15007D7750404055A82D73DE415DC0,"41eb8ff3-0add-4757-9f4e-40446f5a04ff",2013-07-26 00:00:00.000
25371,Hunzinger Allee 153,,Bottrop,53,"46236",E6100000010CA5CE7AF36FC64940506F5D1D5DAF1B40,e47757d4-e29b-4054-b177-f882100f9484,2013-08-19 00:00:00.000
25372,"8694 Orangewood Ave.",,Lemon Grove,9,"91945",E6100000010CD8F5EF5C195A40405609A603833E5DC0,c77f0de6-95bb-48f0-a93e-f75c9f4aafe1,2012-03-05 00:00:00.000
25373,Platz des Landtags 55,,Kiel,70,"24044",E6100000010C00000000000000000000000000000000,"785df3d9-e5a8-4b1b-85c2-38584863bd01",2013-01-12 00:00:00.000
25374,"8011, rue de Cambrai",,Saint Ouen,166,"80610",E6100000010C4E9441ACCE0649401C73875DCB050140,"84addd30-a643-42c2-9b68-e64d1138907c",2013-12-21 10:09:29.423
25375,Auf den Kuhlen Straße 3,,Essen,20,"45001",E6100000010C00000000000000000000000000000000,"9cad2220-6896-4f41-87d9-686bccc25a13",2013-09-28 00:00:00.000
25376,"2153 Cloudview Dr.",,Goulburn,50,"2580",E6100000010CE4858A2EFB4741C0B60DEB8F1CB56240,"0b14bfb1-26c9-4640-b266-b7a9633d6d1b",2014-02-22 00:00:00.000
25377,"6558 Nulty Drive",,Vancouver,7,V7L 4J4,E6100000010C963F41EF46AE4840892939888BC25EC0,"0334fdba-e08f-4029-b3ff-aa6fe54d98a0",2014-01-12 00:00:00.000
25378,"7736 Sunnybrook Drive",,London,14,C2H 7AU,E6100000010CC8A1D31B37BA49405B74BB899141C0BF,c96a8eb8-e35e-4f35-a88f-5d589f2c4d9a,2012-12-28 00:00:00.000
25379,"2926 St. Paul Way",,Kirkland,79,"98033",E6100000010C049EA8CE51DA4740D7A6200689865EC0,"1c214c26-2be9-4e52-9af2-278eb8ead0b6",2014-05-04 00:00:00.000
25380,"4930 Virginia Hills Drive",,Oregon City,58,"97045",E6100000010CC40DB8124BAE464034B97C52A79E5EC0,"1e7ec380-d8e2-4174-8114-370cbf7a0cb8",2013-07-10 00:00:00.000
25381,"8019 Via Romero",,Billericay,14,CM11,E6100000010CB2329AF458CB4940FAD12DD9BEABDA3F,be767c40-0e2d-44db-88d9-3d7f1f294d67,2013-09-23 00:00:00.000
25382,"4208 Seal Way",,Yakima,79,"98901",E6100000010C5482DCFB974B4740EF7DF9A86D125EC0,"3fdbdfd9-e3fe-421f-9104-3f16d13a30e9",2014-04-07 00:00:00.000
25383,"406 Countrywood Ct.",,Milsons Point,50,"2061",E6100000010C2E748FC60FE840C090C54E47DEE56240,"8b0ea55d-4152-441e-b5dd-aef309a24e0b",2012-06-18 00:00:00.000
25384,"2190 Rock Creek Way",,Caloundra,64,"4551",E6100000010C1530F62080C23AC0F8BA700F68256340,"884e517e-87a6-4fdd-9b4a-33e5f65289e5",2011-06-09 00:00:00.000
25385,"3024 W Lake Drive",,Puyallup,79,"98371",E6100000010C8AA22612C0A147400B7C536BC88D5EC0,"3a80a1e7-4881-4baa-8f0b-6a13b48c3674",2013-04-14 00:00:00.000
25386,"2556 La Cadena",,Woodburn,58,"97071",E6100000010C298DC9B297914640DCAA1E78D5B05EC0,"58c59543-984b-4fa3-afcb-6590766a9736",2014-03-07 00:00:00.000
25387,Hüttenstr 7005,Kreditorenbuchhaltung,Paderborn,53,"33098",E6100000010C4C470438EADA4940E349649DA37C2140,fedb0c52-5af3-46bd-8da4-d60b7aaa1826,2013-10-15 00:00:00.000
25388,"9204 Pelican Loop",,Berkeley,9,"94704",E6100000010C824FD91FF4F1424029360D8587925EC0,"96eae714-dd8b-4eae-a2d0-9dbce0a01ad5",2013-11-05 00:00:00.000
25389,"505 Lyman Rd",,St. Leonards,50,"2065",E6100000010C95355E5B69E840C057D88A4801ED6240,"0ada85cd-10fd-4957-a61a-51f04d0bf8a3",2013-09-13 00:00:00.000
25390,"8802 Valley Manor",,Gold Coast,64,"4217",E6100000010C2427EC63B7FD3BC01D21FE992C266340,"0352574d-6960-4ac4-8635-9711118cab72",2014-03-06 00:00:00.000
25391,"7509 Sanford St.",,Lakewood,9,"90712",E6100000010C3D3DFDF60BF040405220532EE08A5DC0,"37551c92-7414-4136-b555-0308a6e44330",2013-07-16 00:00:00.000
25392,"5587 Stanley Dollar Dr.",,Downey,9,"90241",E6100000010CEB492DD488F84040A17E7415EF805DC0,"2806bb46-03c2-41fd-80f1-70d0448a8d61",2014-03-20 00:00:00.000
25393,"1481 Marina Blvd.",,Warrington,14,WA3 7BH,E6100000010C2DE64027A4C04A40D2E1EEA0E03C04C0,"0709483a-8458-444a-ba45-3fa530d74e02",2012-09-29 00:00:00.000
25394,"2746 F Street",,Kirkby,14,KB9,E6100000010CDD4C12A97AC74A40FFDD8F14AF2307C0,d6d7daf6-83e4-4514-aea8-30779a801042,2013-01-16 00:00:00.000
25395,"5627 Imperial Dr.",,Beverly Hills,9,"90210",E6100000010CD57B12AF6310414062A8DD6AEF9C5DC0,d9b8abb4-5550-40f1-b1ae-cce5756da683,2011-09-07 00:00:00.000
25396,"6206 Heavenly Drive",,London,14,SW19 3RU,E6100000010C84B0EB89EAAB4940278C93AEAC89CABF,"6892b2e4-0579-4b0f-b46f-909c222a3038",2012-09-13 00:00:00.000
25397,"6615 Cambelback Place",,Chula Vista,9,"91910",E6100000010CCE3B2BEF0F554040724B5C70203B5DC0,"5c88aff8-8f9f-4896-b2a6-08cf97e8342d",2013-08-11 00:00:00.000
25398,"6909 Hamilton Avenue",,Langford,7,V9,E6100000010CE14E2C6CC63D4840E9EF17302CD85EC0,dbab6e39-6f5c-4dc1-8b31-7631885712c0,2013-08-11 00:00:00.000
25399,"3728 Chinquapin Ct.",,Milton Keynes,14,MK8 8ZD,E6100000010C8F84CA4F11084A40B5A95E1B0844E7BF,"79201257-126b-4afb-85c8-fbde5f6316d0",2012-07-05 00:00:00.000
25400,"8150 Ryan Rd.",,Spring Valley,9,"91977",E6100000010C37E92C12E75C4040D94362078A395DC0,b3e9df5b-f754-4219-8ea5-1d23f89ccd37,2014-02-20 00:00:00.000
25401,"1355 Palm Avenue",,Beaverton,58,"97005",E6100000010C93214685A1B54640111DCAC257A85EC0,c2616319-1a81-4396-aac9-089e33a28b94,2013-08-13 00:00:00.000
25402,P.O. Box 2851,,Beaverton,58,"97005",E6100000010CB3AF78D52FC44640E5DECE28EAA95EC0,"13b35d4a-ddca-42f4-b74a-daaa112949bf",2013-08-04 00:00:00.000
25403,"8964 Woodchuck Pl.",,Burbank,9,"91502",E6100000010C6669EEAF3518414027ACC38FE89C5DC0,"5d3285cc-f944-4ee4-98b2-004ae6405b98",2014-02-17 00:00:00.000
25404,"715 Pheasant Circle",,Newton,7,V2L3W8,E6100000010C22012B70D7FC4A40C54157FF80A75EC0,"22bfa769-0d18-4efe-91df-4e2039b4bb79",2013-11-12 00:00:00.000
25405,"7770 Mota Dr.",,Findon,66,"5023",E6100000010C0D9DEF15847641C014F867E7824A6140,"5b5cf8d5-dc83-427e-9e91-ffb22164b9cc",2011-07-03 00:00:00.000
25406,"9113 Park Lane",,Berkeley,9,"94704",E6100000010CEA190FDF7FF04240E1CD216D0D8D5EC0,"34952ea1-6239-4e65-a280-bd33b842bfa5",2014-03-20 00:00:00.000
25407,"7082 45th St",,Burien,79,"98168",E6100000010C2CEBC9BF40D84740E7BCF21C129C5EC0,c0f053ad-c172-4bed-bae1-1985dae41141,2014-03-14 00:00:00.000
25408,Höhenstr 9429,,Frankfurt,8,"91480",E6100000010C12B5DE53100E4940AC5FD9EED05F2140,e8fa71d6-e3c3-425b-a8e6-dfb451c6b133,2014-04-03 00:00:00.000
25409,"8364 St. Paul Circle",,Oak Bay,7,V8P,E6100000010C643CC68EE43F4840E33237CCE4D55EC0,"050d2e6b-c5d7-430d-8f7c-b0909e6a4947",2013-07-27 00:00:00.000
25410,"5562 Galindo Street",,Bellingham,79,"98225",E6100000010CCD067E2DBF63484004BBA4C7D6AB5EC0,b59e3f5e-3ef8-4114-9814-fee50ada5b45,2014-06-23 00:00:00.000
25411,"398 Pecan Pl",,East Brisbane,64,"4169",E6100000010CF13C3461577C3BC0AEDE8E11D1216340,"2d7f23c9-2715-43fa-98e9-6c5b99e9583e",2013-05-28 00:00:00.000
25412,"5274 Harvey Way",,London,14,SW8 1XD,E6100000010C9AAE7FD3B1B64940866B6D0EB441BFBF,"727d3355-860f-474c-8d19-bd7de3787635",2013-08-22 00:00:00.000
25413,"25, avenue Reille",,Paris,161,"75002",E6100000010C79377C29DD634840DB8357F33DB20240,"09762b14-0c36-4853-9f22-c6b06f38b18b",2013-12-21 10:09:29.423
25414,"3278 Mt. Hood Clircle",,Oregon City,58,"97045",E6100000010CEDE58D62C6B14640D717996498975EC0,a71639ef-a28b-4a5c-a2e7-d60bb4bb568f,2014-04-13 00:00:00.000
25415,"1509 American Beauty Dr.",,Coronado,9,"92118",E6100000010C0E63ED8BFE5A4040EF88B0402C495DC0,e9d4a9bf-221b-4ff3-9fae-b2dd8e935667,2013-12-30 00:00:00.000
25416,"6267 Eastgate Lane",,York,14,Y024 1GF,E6100000010C7C1817CBD3274B4019874CCE26EFF0BF,"19e1e929-8888-464e-8a92-787bdae9c6c5",2013-04-29 00:00:00.000
25417,"7977 Marina Road",,Westminster,7,V3L 1H4,E6100000010C7177A52450A2484068946A8D95B75EC0,"5dc74e47-07ff-4d4b-894d-a9dc160c23d7",2014-01-26 00:00:00.000
25418,"7764 Juliet Court",,Mill Valley,9,"94941",E6100000010CC320A30D6AF042409E713CA24EA15EC0,af13c28a-ae02-4642-9083-22e88b473851,2014-06-07 00:00:00.000
25419,"9534 Hartnell Court",,Hawthorne,64,"4171",E6100000010CF0507906FD6D3BC0AC6E71D6FC256340,c6bd0177-3eca-4fef-b0e3-a8bc163cfca9,2014-06-13 00:00:00.000
25420,"5841 Longview Rd.",,Los Angeles,9,"90012",E6100000010CE608E3074705414094A36A7E97875DC0,"691e9fd0-b9c2-47d8-987c-c503b0fc2b70",2014-05-24 00:00:00.000
25421,"6838 El Rancho Drive",,Townsville,64,"4810",E6100000010CFCAC05D45A4133C040131311DA586240,"408d08f7-aa3e-4386-9c2a-0471d4623941",2014-06-27 00:00:00.000
25422,"8537 Bayview Circle",,Issaquah,79,"98027",E6100000010C7AE58FAAE8C647408974092BE97D5EC0,c86b0eb9-14bd-4a65-96d9-4f7e899f2405,2014-02-06 00:00:00.000
25423,Nollendorfplatz 62,,Offenbach,70,"63009",E6100000010C00000000000000000000000000000000,"557d7dea-b84b-4505-a734-5fb3313d61bb",2012-10-10 00:00:00.000
25424,Charlottenstr 57272,Verkaufsabteilung,Münster,70,"48001",E6100000010C00000000000000000000000000000000,a50e719c-e39c-424d-9ef8-b63e733c2a2f,2013-08-16 00:00:00.000
25425,"5332 Bonifacio St",,Geelong,77,"3220",E6100000010CF65404A9171943C0D338F2A7FE0B6240,"6ced3853-d0ca-46cc-9131-bcf4ac88cbe0",2013-12-24 00:00:00.000
25426,"6869 Shakespeare Drive",,Langley,7,V3A 4R2,E6100000010C9D5D0F92519548402EA784558CAE5EC0,ce812195-1155-4c3f-9856-7cbe3ca0fb91,2014-04-08 00:00:00.000
25427,"3633 Stratton Circle",,Cambridge,14,CB4 4BZ,E6100000010C91859C0B60234A40580351C72671BC3F,"6b33464d-2a76-4bd5-b451-5deacae81d3b",2013-10-10 00:00:00.000
25428,"9819 Anchor Court",,Beverly Hills,9,"90210",E6100000010C898E26CBE1134140515D119507A65DC0,"9151a0a0-7ecc-44cf-94bb-7652593587e4",2012-11-24 00:00:00.000
25429,"8404 Houston Ct.",,Edmonds,79,"98020",E6100000010CB8A62C6AA2DC4740BDE70834F5975EC0,"527567cf-4c82-413c-b9ad-3b0e0756d5e7",2013-12-17 00:00:00.000
25430,"9838 Stallion Way",,London,14,W10 6BL,E6100000010C6B08AF4E07BD49400555FFEE8E09CCBF,"3b4c722e-6b3d-4e47-a86a-ee6e472f2fab",2013-05-07 00:00:00.000
25431,"56, route de Marseille",,Paris,161,"75017",E6100000010CE13BC55A52704840D59B7B8E6A780240,"49660a5f-3f07-409d-9658-05abe031f9c8",2013-12-21 10:09:29.423
25432,"951, rue de Cambrai",,Dunkerque,145,"59140",E6100000010CFD35EE96F381494086E7047C47430340,b1ddd0cc-c9a0-415c-ac01-4a18736c9771,2013-12-21 10:09:29.423
25433,"7834 Roux Court",,Milsons Point,50,"2061",E6100000010C87C6718120EE40C09646B787E6E46240,f60754ed-6163-4d5c-bb23-0ea1a7dbdf83,2012-03-08 00:00:00.000
25434,Auf Der Steige 10,,Bonn,20,"53001",E6100000010C975BB40ABF61494015CEF26300641C40,"8cb89a99-fe9c-43bd-9305-6dcdf9e03fcd",2013-08-14 00:00:00.000
25435,"5760 Glenhaven Ave S.",,Cheltenham,14,GL50,E6100000010CB03A181FF8EE4940D57C2355D39C00C0,e4df06ae-ff7b-4d34-8b6c-d377be25cd08,2013-02-08 00:00:00.000
25436,"9218 Old Mt. View Drive",,Haney,7,V2W 1W2,E6100000010CE4685B62A28E4840C91A256D86975EC0,cd2ccf4d-f700-401b-bf25-e8ba361523a7,2013-07-03 00:00:00.000
25437,"1406, rue Maillard",,Courbevoie,178,"92400",E6100000010C5A9E2FFB207B4840AF437C8DDB0C0240,e68f05b9-48bb-4c9c-8cb0-2779adc9a6bf,2013-12-21 10:09:29.423
25438,"8373 Endriss",,Milsons Point,50,"2061",E6100000010C41A3C70C87EB40C036421586C5E86240,"982bf510-2d64-4e61-b86f-53ca3e695d3e",2011-11-25 00:00:00.000
25439,"5828 E. 102nd Street",,Hawthorne,64,"4171",E6100000010C63A9BC0DF0793BC02C78780E02256340,ccbf8a45-cbb1-4ae7-b3a5-fe395ce6aa85,2012-06-16 00:00:00.000
25440,"25, rue des Berges",,Paris,161,"75016",E6100000010C3F0A98CC236F484037857707E9090240,"21778c49-094d-4151-a73c-73e51547d904",2013-12-21 10:09:29.423
25441,"3624 Garaventa Drive",,Bellflower,9,"90706",E6100000010CF8256E76D1EC404089B0CAFB357E5DC0,"070a4c0f-d5dc-4c27-b92b-fbf44bdcfa95",2011-09-10 00:00:00.000
25442,"616 Sweeney Road",,Vancouver,7,V7L 4J4,E6100000010C5A795985E8AE4840FFC796F7C8CC5EC0,"40d73a89-a9e1-4db0-a676-3383a5a32a6f",2014-03-23 00:00:00.000
25443,"8874 Folson Drive",,Newcastle upon Tyne,14,NT20,E6100000010C51EE91AF1A824B40C7DFD9289EC5F9BF,fec8adfe-c6cc-4552-96f7-09283e7d2a29,2014-04-06 00:00:00.000
25444,"9428 Redrock Dr.",,Bury,14,PE17,E6100000010CFC6F8CC232C14A4004979D5A146802C0,"1eaf6daf-c7c8-4bba-abaf-49690caa4e03",2014-03-07 00:00:00.000
25445,"8205, rue Malar",,Croix,145,"59170",E6100000010CED707E9C1C4F494086ABA80DFC440940,"2718e929-7f74-4d37-b811-71d80809b19b",2013-12-21 10:09:29.423
25446,"3196 Peachwillow",,Wollongong,50,"2500",E6100000010CB68F34217E3641C0D5D51BA645DD6240,"689bd562-759d-4332-94c6-078e3441a39a",2011-06-02 00:00:00.000
25447,"1898 South St.",,West Covina,9,"91791",E6100000010C10A856AA040741401A6A013835825DC0,c5c76e87-2597-44a7-b9b7-3ee6aaf9c87c,2013-08-04 00:00:00.000
25448,"9466 Morning Glory Dr.",,Palo Alto,9,"94303",E6100000010CF3B9CD6777B6424079B6F653E77E5EC0,"106d465b-df87-4fd8-8617-ec9f18612533",2013-10-30 00:00:00.000
