"businessentityid","phonenumber","phonenumbertypeid","modifieddate"
15087,"119-555-0160",2,2013-10-03 00:00:00.000
15088,"1 (11) 500 555-0116",2,2011-06-28 00:00:00.000
15089,"759-555-0170",2,2013-11-26 00:00:00.000
15090,"1 (11) 500 555-0139",2,2012-04-30 00:00:00.000
15091,"1 (11) 500 555-0114",2,2013-07-02 00:00:00.000
15092,"222-555-0198",1,2013-02-05 00:00:00.000
15093,"1 (11) 500 555-0124",1,2013-09-15 00:00:00.000
15094,"445-555-0193",2,2013-10-19 00:00:00.000
15095,"1 (11) 500 555-0134",2,2013-12-07 00:00:00.000
15096,"1 (11) 500 555-0112",1,2012-07-10 00:00:00.000
15097,"1 (11) 500 555-0152",1,2014-01-22 00:00:00.000
15098,"906-555-0146",1,2012-05-22 00:00:00.000
15099,"161-555-0143",2,2013-12-11 00:00:00.000
15100,"1 (11) 500 555-0131",2,2013-09-22 00:00:00.000
15101,"740-555-0127",1,2013-07-02 00:00:00.000
15102,"1 (11) 500 555-0181",2,2013-11-05 00:00:00.000
15103,"1 (11) 500 555-0133",2,2012-07-03 00:00:00.000
15104,"173-555-0182",2,2012-01-12 00:00:00.000
15105,"1 (11) 500 555-0196",2,2013-10-15 00:00:00.000
15106,"511-555-0166",2,2013-08-24 00:00:00.000
15107,"344-555-0111",1,2011-11-17 00:00:00.000
15108,"1 (11) 500 555-0132",1,2013-11-10 00:00:00.000
15109,"1 (11) 500 555-0154",2,2013-02-03 00:00:00.000
15110,"1 (11) 500 555-0191",2,2014-02-16 00:00:00.000
15111,"1 (11) 500 555-0152",2,2013-01-25 00:00:00.000
15112,"1 (11) 500 555-0176",1,2012-08-11 00:00:00.000
15113,"124-555-0161",1,2014-05-18 00:00:00.000
15114,"1 (11) 500 555-0162",2,2013-01-16 00:00:00.000
15115,"1 (11) 500 555-0120",2,2014-06-04 00:00:00.000
15116,"139-555-0191",1,2012-06-28 00:00:00.000
15117,"1 (11) 500 555-0197",1,2013-09-12 00:00:00.000
15118,"1 (11) 500 555-0160",2,2014-02-11 00:00:00.000
15119,"595-555-0145",2,2014-04-20 00:00:00.000
15120,"1 (11) 500 555-0199",1,2012-03-24 00:00:00.000
15121,"258-555-0135",2,2011-11-07 00:00:00.000
15122,"893-555-0161",1,2013-09-21 00:00:00.000
15123,"754-555-0141",2,2014-05-31 00:00:00.000
15124,"1 (11) 500 555-0183",2,2012-12-21 00:00:00.000
15125,"927-555-0117",1,2012-01-29 00:00:00.000
15126,"1 (11) 500 555-0113",2,2011-11-30 00:00:00.000
15127,"838-555-0145",1,2013-10-20 01:00:00.000
15128,"678-555-0194",2,2012-07-16 00:00:00.000
15129,"1 (11) 500 555-0112",2,2014-05-06 00:00:00.000
15130,"182-555-0163",2,2011-06-27 00:00:00.000
15131,"117-555-0179",1,2014-02-05 00:00:00.000
15132,"182-555-0118",1,2013-11-12 00:00:00.000
15133,"1 (11) 500 555-0188",1,2012-09-17 00:00:00.000
15134,"1 (11) 500 555-0179",2,2013-10-17 00:00:00.000
15135,"626-555-0166",1,2011-10-21 00:00:00.000
15136,"1 (11) 500 555-0174",2,2013-11-21 00:00:00.000
15137,"1 (11) 500 555-0142",2,2013-04-22 00:00:00.000
15138,"128-555-0189",2,2014-01-15 00:00:00.000
15139,"572-555-0125",1,2011-06-18 00:00:00.000
15140,"1 (11) 500 555-0119",1,2013-07-09 00:00:00.000
15141,"356-555-0182",2,2013-10-26 00:00:00.000
15142,"1 (11) 500 555-0145",1,2013-01-19 00:00:00.000
15143,"708-555-0172",1,2013-12-14 00:00:00.000
15144,"1 (11) 500 555-0158",2,2014-03-12 00:00:00.000
15145,"1 (11) 500 555-0116",1,2012-08-05 00:00:00.000
15146,"871-555-0120",2,2014-04-06 00:00:00.000
15147,"578-555-0114",1,2013-08-16 00:00:00.000
15148,"621-555-0190",2,2014-05-03 00:00:00.000
15149,"1 (11) 500 555-0119",1,2013-06-01 00:00:00.000
15150,"345-555-0161",2,2014-06-18 00:00:00.000
15151,"1 (11) 500 555-0155",1,2013-08-19 00:00:00.000
15152,"880-555-0145",2,2012-09-22 00:00:00.000
15153,"714-555-0122",2,2014-03-05 00:00:00.000
15154,"1 (11) 500 555-0158",2,2014-03-07 00:00:00.000
15155,"614-555-0183",2,2014-01-06 00:00:00.000
15156,"1 (11) 500 555-0118",1,2014-05-14 00:00:00.000
15157,"350-555-0145",2,2014-03-29 00:00:00.000
15158,"150-555-0162",2,2014-01-13 00:00:00.000
15159,"284-555-0134",1,2012-08-18 00:00:00.000
15160,"1 (11) 500 555-0193",2,2013-12-13 00:00:00.000
15161,"1 (11) 500 555-0196",2,2013-11-21 00:00:00.000
15162,"1 (11) 500 555-0153",2,2012-06-17 00:00:00.000
15163,"1 (11) 500 555-0185",2,2013-11-13 00:00:00.000
15164,"1 (11) 500 555-0182",2,2014-05-12 00:00:00.000
15165,"1 (11) 500 555-0190",2,2013-08-26 00:00:00.000
15166,"848-555-0180",1,2014-03-03 00:00:00.000
15167,"1 (11) 500 555-0176",2,2014-04-20 00:00:00.000
15168,"1 (11) 500 555-0118",1,2014-02-07 00:00:00.000
15169,"299-555-0129",1,2014-04-15 00:00:00.000
15170,"462-555-0197",2,2014-05-26 00:00:00.000
15171,"1 (11) 500 555-0149",1,2014-03-03 00:00:00.000
15172,"102-555-0117",2,2013-08-22 00:00:00.000
15173,"1 (11) 500 555-0160",2,2012-12-06 00:00:00.000
15174,"617-555-0175",2,2013-08-16 00:00:00.000
15175,"1 (11) 500 555-0195",1,2011-07-05 00:00:00.000
15176,"818-555-0146",2,2011-07-30 00:00:00.000
15177,"1 (11) 500 555-0116",1,2013-10-04 00:00:00.000
15178,"935-555-0117",2,2013-07-02 00:00:00.000
15179,"141-555-0190",2,2013-07-11 00:00:00.000
15180,"485-555-0187",2,2013-11-16 00:00:00.000
15181,"1 (11) 500 555-0180",2,2013-10-27 00:00:00.000
15182,"1 (11) 500 555-0191",1,2013-12-09 00:00:00.000
15183,"1 (11) 500 555-0120",2,2013-03-18 00:00:00.000
15184,"439-555-0162",1,2013-11-29 00:00:00.000
15185,"1 (11) 500 555-0166",2,2011-09-14 00:00:00.000
15186,"1 (11) 500 555-0129",1,2012-11-27 00:00:00.000
15187,"1 (11) 500 555-0129",2,2012-11-01 00:00:00.000
15188,"561-555-0134",2,2013-12-30 00:00:00.000
15189,"1 (11) 500 555-0139",2,2014-03-26 00:00:00.000
15190,"578-555-0130",1,2014-04-14 00:00:00.000
15191,"1 (11) 500 555-0199",2,2013-04-22 00:00:00.000
15192,"736-555-0137",1,2014-03-19 00:00:00.000
15193,"114-555-0171",1,2012-07-26 00:00:00.000
15194,"689-555-0164",1,2013-11-30 00:00:00.000
15195,"387-555-0150",1,2014-02-20 00:00:00.000
15196,"1 (11) 500 555-0132",2,2013-02-18 00:00:00.000
15197,"949-555-0164",2,2014-06-28 00:00:00.000
15198,"1 (11) 500 555-0153",1,2014-05-28 00:00:00.000
15199,"750-555-0140",1,2013-08-31 00:00:00.000
15200,"609-555-0135",1,2013-09-29 00:00:00.000
15201,"1 (11) 500 555-0114",2,2013-07-05 00:00:00.000
15202,"837-555-0175",1,2011-12-31 00:00:00.000
15203,"1 (11) 500 555-0197",1,2014-04-05 00:00:00.000
15204,"1 (11) 500 555-0173",1,2013-12-31 00:00:00.000
15205,"1 (11) 500 555-0116",1,2013-12-30 00:00:00.000
15206,"1 (11) 500 555-0156",1,2012-02-15 00:00:00.000
15207,"1 (11) 500 555-0195",1,2013-04-10 00:00:00.000
15208,"1 (11) 500 555-0117",1,2014-04-30 00:00:00.000
15209,"874-555-0150",1,2014-01-25 00:00:00.000
15210,"1 (11) 500 555-0190",1,2013-01-08 00:00:00.000
15211,"1 (11) 500 555-0164",2,2014-05-23 00:00:00.000
15212,"953-555-0142",2,2014-01-13 00:00:00.000
15213,"1 (11) 500 555-0173",1,2013-08-06 00:00:00.000
15214,"1 (11) 500 555-0164",2,2014-06-24 00:00:00.000
15215,"846-555-0175",1,2012-11-09 00:00:00.000
15216,"1 (11) 500 555-0111",1,2012-03-11 00:00:00.000
15217,"1 (11) 500 555-0114",1,2012-12-25 00:00:00.000
15218,"687-555-0112",1,2013-11-20 00:00:00.000
15219,"432-555-0138",1,2014-04-06 00:00:00.000
15220,"1 (11) 500 555-0168",1,2013-04-19 00:00:00.000
15221,"1 (11) 500 555-0113",2,2011-07-24 00:00:00.000
15222,"1 (11) 500 555-0178",1,2013-07-17 00:00:00.000
15223,"1 (11) 500 555-0143",1,2011-12-16 00:00:00.000
15224,"1 (11) 500 555-0127",1,2014-01-25 00:00:00.000
15225,"1 (11) 500 555-0159",2,2013-05-07 00:00:00.000
15226,"383-555-0116",2,2013-08-19 00:00:00.000
15227,"590-555-0190",2,2014-01-09 00:00:00.000
15228,"972-555-0138",1,2014-01-28 00:00:00.000
15229,"1 (11) 500 555-0129",1,2013-09-07 00:00:00.000
15230,"1 (11) 500 555-0152",1,2013-12-14 00:00:00.000
15231,"400-555-0157",1,2013-07-29 00:00:00.000
15232,"910-555-0119",1,2014-02-17 00:00:00.000
15233,"100-555-0137",2,2012-05-31 00:00:00.000
15234,"1 (11) 500 555-0134",2,2014-05-15 00:00:00.000
15235,"793-555-0179",2,2013-09-03 00:00:00.000
15236,"138-555-0163",1,2014-04-27 00:00:00.000
15237,"1 (11) 500 555-0136",1,2014-03-01 00:00:00.000
15238,"280-555-0183",1,2014-05-20 00:00:00.000
15239,"1 (11) 500 555-0179",1,2013-02-01 00:00:00.000
15240,"171-555-0123",1,2014-04-09 00:00:00.000
15241,"1 (11) 500 555-0163",1,2013-07-14 00:00:00.000
15242,"737-555-0172",1,2012-07-20 00:00:00.000
15243,"489-555-0157",1,2012-01-26 00:00:00.000
15244,"1 (11) 500 555-0131",2,2013-07-11 00:00:00.000
15245,"119-555-0113",2,2013-09-06 00:00:00.000
15246,"1 (11) 500 555-0170",1,2011-11-18 00:00:00.000
15247,"1 (11) 500 555-0127",1,2013-01-24 00:00:00.000
15248,"496-555-0128",1,2012-05-22 00:00:00.000
15249,"1 (11) 500 555-0118",2,2014-05-07 00:00:00.000
15250,"374-555-0119",1,2013-11-13 00:00:00.000
15251,"480-555-0112",2,2014-04-08 00:00:00.000
15252,"1 (11) 500 555-0133",2,2013-12-26 00:00:00.000
15253,"1 (11) 500 555-0132",2,2013-01-18 00:00:00.000
15254,"1 (11) 500 555-0139",1,2011-08-27 00:00:00.000
15255,"1 (11) 500 555-0177",1,2014-04-27 00:00:00.000
15256,"1 (11) 500 555-0165",2,2014-05-24 00:00:00.000
15257,"112-555-0136",2,2013-07-28 00:00:00.000
15258,"890-555-0159",1,2013-09-29 00:00:00.000
15259,"1 (11) 500 555-0194",1,2012-08-18 00:00:00.000
15260,"404-555-0117",1,2014-03-19 00:00:00.000
15261,"1 (11) 500 555-0114",2,2012-03-24 00:00:00.000
15262,"1 (11) 500 555-0185",2,2014-06-09 00:00:00.000
15263,"1 (11) 500 555-0132",1,2013-09-10 00:00:00.000
15264,"803-555-0117",2,2014-02-04 00:00:00.000
15265,"1 (11) 500 555-0183",1,2012-08-08 00:00:00.000
15266,"164-555-0112",1,2013-10-25 00:00:00.000
15267,"1 (11) 500 555-0180",1,2014-01-15 00:00:00.000
15268,"1 (11) 500 555-0182",2,2013-02-01 00:00:00.000
15269,"139-555-0131",1,2013-04-01 00:00:00.000
15270,"620-555-0127",2,2014-04-10 00:00:00.000
15271,"1 (11) 500 555-0138",1,2014-06-13 00:00:00.000
15272,"487-555-0144",2,2013-09-15 00:00:00.000
15273,"136-555-0113",1,2014-03-19 00:00:00.000
15274,"612-555-0177",2,2012-10-04 00:00:00.000
15275,"1 (11) 500 555-0194",1,2013-10-07 00:00:00.000
15276,"1 (11) 500 555-0168",1,2011-07-20 00:00:00.000
15277,"650-555-0181",1,2013-12-06 00:00:00.000
15278,"1 (11) 500 555-0133",2,2013-12-27 00:00:00.000
15279,"482-555-0136",1,2012-11-23 00:00:00.000
15280,"275-555-0119",2,2013-03-12 00:00:00.000
15281,"1 (11) 500 555-0144",2,2014-01-30 00:00:00.000
15282,"373-555-0145",1,2014-04-02 00:00:00.000
15283,"1 (11) 500 555-0112",2,2014-02-22 00:00:00.000
15284,"1 (11) 500 555-0139",2,2013-02-28 00:00:00.000
15285,"107-555-0140",2,2012-02-06 00:00:00.000
15286,"1 (11) 500 555-0152",2,2013-01-21 00:00:00.000
15287,"1 (11) 500 555-0114",2,2014-05-06 00:00:00.000
15288,"916-555-0146",1,2014-01-25 00:00:00.000
15289,"904-555-0191",1,2014-05-07 00:00:00.000
15290,"344-555-0169",1,2013-05-07 00:00:00.000
15291,"1 (11) 500 555-0141",2,2013-03-09 00:00:00.000
15292,"426-555-0142",2,2013-08-10 00:00:00.000
15293,"931-555-0175",2,2013-10-31 00:00:00.000
15294,"538-555-0136",2,2013-12-27 00:00:00.000
15295,"1 (11) 500 555-0185",1,2013-08-29 00:00:00.000
15296,"801-555-0159",1,2011-11-20 00:00:00.000
15297,"552-555-0199",2,2014-01-03 00:00:00.000
15298,"1 (11) 500 555-0118",1,2013-01-02 00:00:00.000
15299,"1 (11) 500 555-0175",2,2014-01-19 00:00:00.000
15300,"1 (11) 500 555-0129",1,2013-10-23 00:00:00.000
15301,"1 (11) 500 555-0174",2,2014-04-17 00:00:00.000
15302,"200-555-0116",1,2014-05-12 00:00:00.000
15303,"911-555-0137",1,2014-01-17 00:00:00.000
15304,"1 (11) 500 555-0112",2,2012-10-04 00:00:00.000
15305,"586-555-0114",1,2014-01-23 00:00:00.000
15306,"1 (11) 500 555-0176",1,2013-11-07 00:00:00.000
15307,"585-555-0160",1,2013-08-12 00:00:00.000
15308,"1 (11) 500 555-0137",2,2014-02-23 00:00:00.000
15309,"951-555-0193",2,2014-03-28 00:00:00.000
15310,"1 (11) 500 555-0162",2,2013-04-18 00:00:00.000
15311,"729-555-0119",1,2013-07-18 00:00:00.000
15312,"1 (11) 500 555-0119",1,2014-01-29 00:00:00.000
15313,"1 (11) 500 555-0119",2,2014-01-12 00:00:00.000
15314,"1 (11) 500 555-0151",1,2013-11-11 00:00:00.000
15315,"759-555-0173",1,2014-01-12 00:00:00.000
15316,"1 (11) 500 555-0159",2,2013-12-31 00:00:00.000
15317,"121-555-0178",1,2013-07-31 00:00:00.000
15318,"134-555-0146",1,2014-05-13 00:00:00.000
15319,"722-555-0153",1,2012-01-06 00:00:00.000
15320,"153-555-0190",2,2013-07-21 00:00:00.000
15321,"843-555-0140",2,2013-11-09 00:00:00.000
15322,"1 (11) 500 555-0161",2,2014-03-04 00:00:00.000
15323,"849-555-0125",1,2013-10-05 00:00:00.000
15324,"1 (11) 500 555-0113",2,2011-07-12 00:00:00.000
15325,"386-555-0159",1,2013-12-20 00:00:00.000
15326,"729-555-0131",1,2013-10-14 00:00:00.000
15327,"173-555-0198",2,2014-01-17 00:00:00.000
15328,"1 (11) 500 555-0165",2,2013-01-17 00:00:00.000
15329,"125-555-0178",2,2013-03-31 00:00:00.000
15330,"1 (11) 500 555-0146",1,2013-09-18 00:00:00.000
15331,"979-555-0180",2,2014-02-18 00:00:00.000
15332,"233-555-0153",2,2014-06-05 00:00:00.000
15333,"887-555-0150",2,2013-06-30 00:00:00.000
15334,"585-555-0177",1,2013-09-08 00:00:00.000
15335,"1 (11) 500 555-0139",1,2013-08-05 00:00:00.000
15336,"801-555-0165",1,2013-07-07 00:00:00.000
15337,"168-555-0122",1,2013-12-22 00:00:00.000
15338,"128-555-0117",2,2013-04-24 00:00:00.000
15339,"364-555-0127",2,2011-07-14 00:00:00.000
15340,"1 (11) 500 555-0157",1,2014-04-03 00:00:00.000
15341,"1 (11) 500 555-0191",1,2013-07-15 00:00:00.000
15342,"1 (11) 500 555-0188",2,2013-09-17 00:00:00.000
15343,"600-555-0112",2,2014-04-05 00:00:00.000
15344,"827-555-0137",1,2013-12-14 00:00:00.000
15345,"1 (11) 500 555-0111",2,2013-12-28 00:00:00.000
15346,"1 (11) 500 555-0180",2,2013-07-25 00:00:00.000
15347,"1 (11) 500 555-0193",1,2012-08-13 00:00:00.000
15348,"623-555-0135",2,2013-11-21 00:00:00.000
15349,"717-555-0165",1,2013-04-25 00:00:00.000
15350,"1 (11) 500 555-0157",2,2012-12-02 00:00:00.000
15351,"1 (11) 500 555-0176",1,2012-06-05 00:00:00.000
15352,"375-555-0185",2,2013-09-04 00:00:00.000
15353,"1 (11) 500 555-0156",2,2013-07-10 00:00:00.000
15354,"771-555-0114",1,2014-02-24 00:00:00.000
15355,"113-555-0198",1,2014-03-04 00:00:00.000
15356,"500-555-0133",2,2014-01-16 00:00:00.000
15357,"1 (11) 500 555-0171",1,2014-02-27 00:00:00.000
15358,"639-555-0134",1,2014-02-05 00:00:00.000
15359,"1 (11) 500 555-0185",2,2012-12-01 00:00:00.000
15360,"1 (11) 500 555-0180",1,2013-09-11 00:00:00.000
15361,"465-555-0119",1,2014-05-27 00:00:00.000
15362,"1 (11) 500 555-0111",2,2014-02-07 00:00:00.000
15363,"850-555-0199",1,2012-05-02 00:00:00.000
15364,"1 (11) 500 555-0111",2,2013-09-25 00:00:00.000
15365,"673-555-0153",1,2014-04-15 00:00:00.000
15366,"1 (11) 500 555-0121",1,2014-01-21 00:00:00.000
15367,"941-555-0161",1,2014-04-15 00:00:00.000
15368,"277-555-0113",2,2013-12-20 00:00:00.000
15369,"458-555-0158",1,2014-04-12 00:00:00.000
15370,"306-555-0183",2,2014-05-12 00:00:00.000
15371,"1 (11) 500 555-0152",2,2014-04-03 00:00:00.000
15372,"530-555-0166",1,2013-06-30 00:00:00.000
15373,"184-555-0158",2,2014-02-19 00:00:00.000
15374,"1 (11) 500 555-0113",1,2014-04-21 00:00:00.000
15375,"1 (11) 500 555-0155",1,2013-09-13 00:00:00.000
15376,"1 (11) 500 555-0187",1,2013-07-02 00:00:00.000
15377,"1 (11) 500 555-0111",1,2011-06-15 00:00:00.000
15378,"678-555-0114",2,2014-01-06 00:00:00.000
15379,"713-555-0135",1,2013-12-12 00:00:00.000
15380,"1 (11) 500 555-0196",1,2013-10-26 00:00:00.000
15381,"1 (11) 500 555-0181",1,2012-10-26 00:00:00.000
15382,"385-555-0192",1,2014-06-08 00:00:00.000
15383,"159-555-0114",1,2013-08-16 00:00:00.000
15384,"1 (11) 500 555-0137",2,2014-02-22 00:00:00.000
15385,"903-555-0191",1,2013-12-11 00:00:00.000
15386,"1 (11) 500 555-0172",2,2014-06-08 00:00:00.000
15387,"1 (11) 500 555-0167",1,2012-10-08 00:00:00.000
15388,"285-555-0118",2,2012-08-25 00:00:00.000
15389,"1 (11) 500 555-0114",2,2013-11-23 00:00:00.000
15390,"1 (11) 500 555-0141",2,2013-09-17 00:00:00.000
15391,"265-555-0154",1,2013-01-28 00:00:00.000
15392,"1 (11) 500 555-0181",2,2012-02-04 00:00:00.000
15393,"120-555-0163",1,2013-11-12 00:00:00.000
15394,"1 (11) 500 555-0190",2,2013-07-16 00:00:00.000
15395,"1 (11) 500 555-0196",2,2013-12-24 00:00:00.000
15396,"615-555-0110",1,2014-02-07 00:00:00.000
15397,"338-555-0171",2,2013-05-09 00:00:00.000
15398,"1 (11) 500 555-0152",1,2013-12-16 00:00:00.000
15399,"954-555-0133",1,2014-06-30 00:00:00.000
15400,"683-555-0123",1,2014-04-07 00:00:00.000
15401,"1 (11) 500 555-0152",2,2014-04-29 00:00:00.000
15402,"591-555-0190",1,2012-07-14 00:00:00.000
15403,"796-555-0139",1,2013-10-26 00:00:00.000
15404,"104-555-0193",1,2014-05-29 00:00:00.000
15405,"1 (11) 500 555-0141",1,2011-08-31 00:00:00.000
15406,"908-555-0168",2,2013-06-22 00:00:00.000
15407,"1 (11) 500 555-0139",2,2013-08-11 00:00:00.000
15408,"457-555-0162",2,2013-07-07 00:00:00.000
15409,"1 (11) 500 555-0176",2,2012-07-05 00:00:00.000
15410,"803-555-0141",1,2013-10-07 00:00:00.000
15411,"1 (11) 500 555-0115",1,2013-01-07 00:00:00.000
15412,"129-555-0154",1,2013-09-02 00:00:00.000
15413,"1 (11) 500 555-0115",1,2012-10-21 01:00:00.000
15414,"820-555-0121",1,2013-08-26 00:00:00.000
15415,"529-555-0140",1,2012-06-28 00:00:00.000
15416,"1 (11) 500 555-0110",1,2014-04-15 00:00:00.000
15417,"1 (11) 500 555-0189",2,2013-11-22 00:00:00.000
15418,"164-555-0151",1,2013-11-14 00:00:00.000
15419,"735-555-0111",1,2013-06-10 00:00:00.000
15420,"1 (11) 500 555-0127",1,2012-07-13 00:00:00.000
15421,"379-555-0124",1,2013-11-19 00:00:00.000
15422,"482-555-0118",1,2014-01-25 00:00:00.000
15423,"1 (11) 500 555-0192",2,2014-01-31 00:00:00.000
15424,"1 (11) 500 555-0148",2,2012-02-19 00:00:00.000
15425,"1 (11) 500 555-0196",2,2014-01-14 00:00:00.000
15426,"594-555-0175",2,2013-11-28 00:00:00.000
15427,"1 (11) 500 555-0112",2,2013-05-01 00:00:00.000
15428,"204-555-0112",2,2013-08-14 00:00:00.000
15429,"1 (11) 500 555-0164",1,2013-04-21 00:00:00.000
15430,"1 (11) 500 555-0162",1,2011-10-14 00:00:00.000
15431,"538-555-0132",2,2014-05-20 00:00:00.000
15432,"1 (11) 500 555-0192",1,2013-05-26 00:00:00.000
15433,"1 (11) 500 555-0169",2,2013-07-12 00:00:00.000
15434,"541-555-0160",2,2013-10-27 00:00:00.000
15435,"289-555-0116",2,2014-01-26 00:00:00.000
15436,"892-555-0184",2,2013-06-27 00:00:00.000
15437,"1 (11) 500 555-0110",2,2012-08-10 00:00:00.000
15438,"1 (11) 500 555-0124",1,2013-12-13 00:00:00.000
15439,"262-555-0179",2,2014-05-12 00:00:00.000
15440,"989-555-0140",1,2013-08-28 00:00:00.000
15441,"1 (11) 500 555-0177",1,2013-09-06 00:00:00.000
15442,"1 (11) 500 555-0119",2,2014-04-04 00:00:00.000
15443,"1 (11) 500 555-0128",1,2014-02-02 00:00:00.000
15444,"391-555-0123",1,2014-01-16 00:00:00.000
15445,"1 (11) 500 555-0195",1,2013-09-01 00:00:00.000
15446,"121-555-0116",2,2014-05-07 00:00:00.000
15447,"1 (11) 500 555-0115",2,2013-04-25 00:00:00.000
15448,"1 (11) 500 555-0162",1,2014-03-15 00:00:00.000
15449,"909-555-0129",2,2013-07-01 00:00:00.000
15450,"1 (11) 500 555-0122",2,2013-09-16 00:00:00.000
15451,"1 (11) 500 555-0179",2,2012-11-15 00:00:00.000
15452,"1 (11) 500 555-0191",1,2013-12-30 00:00:00.000
15453,"642-555-0190",2,2013-04-27 00:00:00.000
15454,"935-555-0176",2,2013-08-25 00:00:00.000
15455,"667-555-0141",2,2012-03-27 00:00:00.000
15456,"1 (11) 500 555-0154",1,2013-12-20 00:00:00.000
15457,"871-555-0116",1,2014-03-19 00:00:00.000
15458,"321-555-0168",2,2014-04-11 00:00:00.000
15459,"271-555-0118",1,2013-12-08 00:00:00.000
15460,"210-555-0130",1,2013-07-13 00:00:00.000
15461,"1 (11) 500 555-0138",2,2012-06-29 00:00:00.000
15462,"791-555-0194",1,2014-05-03 00:00:00.000
15463,"1 (11) 500 555-0122",2,2011-07-29 00:00:00.000
15464,"941-555-0188",2,2014-03-28 00:00:00.000
15465,"1 (11) 500 555-0154",2,2014-01-29 00:00:00.000
15466,"1 (11) 500 555-0154",1,2013-04-26 00:00:00.000
15467,"1 (11) 500 555-0150",1,2013-03-30 00:00:00.000
15468,"788-555-0118",1,2013-10-10 00:00:00.000
15469,"1 (11) 500 555-0180",1,2012-08-24 00:00:00.000
15470,"452-555-0112",1,2013-10-23 00:00:00.000
15471,"1 (11) 500 555-0116",1,2013-07-22 00:00:00.000
15472,"1 (11) 500 555-0183",1,2014-03-01 00:00:00.000
15473,"1 (11) 500 555-0140",1,2014-01-01 00:00:00.000
15474,"128-555-0114",1,2013-12-30 00:00:00.000
15475,"1 (11) 500 555-0161",1,2011-09-04 00:00:00.000
15476,"628-555-0114",2,2014-05-09 00:00:00.000
15477,"1 (11) 500 555-0150",1,2013-08-28 00:00:00.000
15478,"1 (11) 500 555-0115",1,2013-12-29 00:00:00.000
15479,"1 (11) 500 555-0147",1,2014-03-03 00:00:00.000
15480,"162-555-0168",2,2012-10-04 00:00:00.000
15481,"1 (11) 500 555-0157",1,2013-05-15 00:00:00.000
15482,"1 (11) 500 555-0118",2,2013-10-05 00:00:00.000
15483,"600-555-0142",1,2014-05-03 00:00:00.000
15484,"321-555-0174",2,2014-01-09 00:00:00.000
15485,"1 (11) 500 555-0181",1,2012-10-05 00:00:00.000
15486,"737-555-0153",1,2014-01-26 00:00:00.000
15487,"1 (11) 500 555-0122",1,2014-05-08 00:00:00.000
15488,"1 (11) 500 555-0155",1,2013-01-11 00:00:00.000
15489,"213-555-0154",1,2013-12-01 00:00:00.000
15490,"1 (11) 500 555-0149",1,2013-11-01 00:00:00.000
15491,"1 (11) 500 555-0121",1,2013-10-16 00:00:00.000
15492,"1 (11) 500 555-0167",1,2013-08-15 00:00:00.000
15493,"1 (11) 500 555-0124",2,2013-07-26 00:00:00.000
15494,"1 (11) 500 555-0196",1,2012-03-28 00:00:00.000
15495,"390-555-0114",1,2014-03-12 00:00:00.000
15496,"246-555-0148",2,2013-11-07 00:00:00.000
15497,"1 (11) 500 555-0139",1,2013-09-13 00:00:00.000
15498,"979-555-0159",1,2011-06-08 00:00:00.000
15499,"1 (11) 500 555-0165",2,2013-08-30 00:00:00.000
15500,"168-555-0129",2,2014-04-14 00:00:00.000
15501,"507-555-0129",2,2013-12-23 00:00:00.000
15502,"1 (11) 500 555-0131",1,2013-08-01 00:00:00.000
15503,"360-555-0110",2,2014-06-09 00:00:00.000
15504,"1 (11) 500 555-0111",1,2014-04-18 00:00:00.000
15505,"231-555-0123",1,2013-12-03 00:00:00.000
15506,"1 (11) 500 555-0151",1,2014-02-02 00:00:00.000
15507,"485-555-0158",1,2013-09-26 00:00:00.000
15508,"1 (11) 500 555-0134",2,2013-12-02 00:00:00.000
15509,"1 (11) 500 555-0195",1,2014-02-05 00:00:00.000
15510,"297-555-0123",1,2014-04-07 00:00:00.000
15511,"757-555-0154",1,2013-08-27 00:00:00.000
15512,"107-555-0161",2,2013-10-28 00:00:00.000
15513,"757-555-0155",1,2013-12-30 00:00:00.000
15514,"1 (11) 500 555-0112",2,2011-12-23 00:00:00.000
15515,"1 (11) 500 555-0194",1,2014-04-03 00:00:00.000
15516,"1 (11) 500 555-0127",1,2013-02-17 00:00:00.000
15517,"294-555-0154",2,2013-08-16 00:00:00.000
15518,"1 (11) 500 555-0153",2,2013-01-23 00:00:00.000
15519,"1 (11) 500 555-0190",1,2011-05-31 00:00:00.000
15520,"1 (11) 500 555-0149",2,2013-07-25 00:00:00.000
15521,"1 (11) 500 555-0134",1,2012-03-20 00:00:00.000
15522,"796-555-0127",1,2012-08-15 00:00:00.000
15523,"323-555-0128",1,2012-12-11 00:00:00.000
15524,"1 (11) 500 555-0111",2,2013-09-30 00:00:00.000
15525,"1 (11) 500 555-0194",2,2014-04-27 00:00:00.000
15526,"1 (11) 500 555-0119",1,2012-08-29 00:00:00.000
15527,"117-555-0111",1,2014-01-15 00:00:00.000
15528,"807-555-0125",2,2012-05-25 00:00:00.000
15529,"1 (11) 500 555-0182",2,2012-08-23 00:00:00.000
15530,"1 (11) 500 555-0137",1,2014-01-10 00:00:00.000
15531,"755-555-0111",2,2014-03-31 00:00:00.000
15532,"1 (11) 500 555-0128",2,2013-08-11 00:00:00.000
15533,"1 (11) 500 555-0151",2,2013-10-23 00:00:00.000
15534,"890-555-0145",2,2014-05-28 00:00:00.000
15535,"761-555-0185",1,2013-07-19 00:00:00.000
